"","coords.x1","coords.x2"
"116",418133.356832983,441413.083437308
"117",453718.697884468,552247.956841306
"118",458632.196344015,555160.178420293
"119",445764.09014422,554483.942027416
"120",449188.090114605,564743.258357646
"121",461364.607247619,579146.977312084
"122",467155.214778081,559821.288167184
"123",409107.355540066,620401.313080754
"124",462127.025002228,559680.071310601
"125",478456.15272341,615343.103611765
"126",459032.899127242,561767.688271959
"127",496253.597517658,614801.590660283
"128",497568.129538756,614019.994835791
"129",494213.496701596,608720.57526966
"130",482564.555422785,611855.053199605
"131",480295.901645272,614996.810328595
"132",468643.109903658,555571.601726147
"133",502154.860518867,609026.225149229
"134",500594.052820274,604930.314932343
"135",402964.806178889,614193.418195784
"136",514602.894264814,610504.718226853
"137",491863.052522133,606694.561603425
"138",486209.165954095,622274.275770877
"139",485437.407399847,626308.725535876
"140",517043.626210494,610252.986967105
"141",483339.22208767,621052.605348424
"142",494827.123547849,606145.983083088
"143",486900.321456206,577977.183885021
"144",481139.408182779,576909.091270668
"145",487555.553307258,578600.729813178
"146",506252.326248047,528505.246414978
"147",488423.904052041,621990.075698827
"148",429633.573509578,493302.07512139
"149",453370.9940157,416353.591783971
"150",425000.34651396,494157.60569426
"151",433140.272530062,484693.743012102
"152",455504.130139881,418486.946091252
"153",447907.027865838,418861.633409609
"154",451713.910942385,413576.580618543
"155",477661.66621539,583196.337434481
"156",432862.048240963,486439.964146719
"157",451681.381771819,396543.391749597
"158",469964.385602373,432492.173130516
"159",449990.246205666,396223.765800106
"160",468435.54526489,429707.893015252
"161",465580.081874778,412037.183402635
"162",460410.495345812,436712.017433254
"163",444817.104250383,400922.549330261
"164",396927.631795821,614510.808660855
"165",474518.156327393,423069.069947594
"166",460795.891218324,430096.96004851
"167",454182.498234957,429505.317658503
"168",452789.791573363,437691.911178068
"169",431399.044597204,430417.253733938
"170",458378.140411007,448096.760681371
"171",486131.364382857,432325.401138957
"172",447066.299403168,398584.951289955
"173",500015.892934437,613915.889167908
"174",442564.740928033,399482.612165484
"175",439644.475507122,401633.005920847
"176",455576.382401084,395203.15387005
"177",455168.713477941,394254.616949467
"178",453289.790083119,395769.45699791
"179",456890.109876083,392992.051265399
"180",452233.839992549,405216.834859506
"181",453547.67383117,404479.745140923
"182",450064.600077922,405399.06696395
"183",445965.065885797,408465.717734534
"184",437266.856374899,418842.630746293
"185",436849.803120953,414375.379098136
"186",442359.704969549,392841.661699877
"187",452639.950861353,389998.820425575
"188",435726.985250474,399916.963045513
"189",433880.874806228,424378.013692605
"190",470093.295014663,483349.88363523
"191",470027.297699944,480398.46224476
"192",564856.792692622,483690.532121038
"193",565433.205395575,491259.245725523
