long,lat
80.354167,8.354167
80.354167,8.270833
80.354167,8.229167
80.354167,7.812500
80.354167,7.312500
80.354167,7.270833
80.354167,7.229167
80.354167,7.104167
80.354167,7.062500
80.354167,6.812500
80.354167,6.770833
80.354167,6.395833
80.354167,6.354167
80.354167,6.312500
80.354167,6.270833
80.354167,6.229167
80.354167,6.145833
80.354167,6.104167
80.354167,6.062500
80.354167,6.020833
81.062500,6.562500
81.062500,8.020833
81.062500,7.979167
81.062500,7.895833
81.062500,7.687500
81.062500,7.562500
80.854167,7.437500
80.854167,7.770833
80.854167,8.145833
80.854167,6.520833
80.854167,6.312500
80.854167,6.104167
80.854167,6.354167
79.812500,8.020833
79.812500,8.270833
79.812500,7.729167
79.812500,7.604167
79.812500,7.562500
79.812500,7.520833
79.812500,7.395833
79.812500,7.437500
81.729167,6.687500
81.729167,6.895833
81.729167,7.145833
81.729167,7.312500
81.562500,6.979167
80.520833,6.312500
80.520833,6.270833
80.520833,6.187500
80.520833,6.104167
80.520833,6.604167
80.520833,6.645833
80.520833,6.437500
80.520833,6.479167
80.520833,6.395833
80.520833,7.062500
80.520833,7.020833
80.520833,6.812500
80.520833,6.770833
80.520833,7.354167
80.520833,7.395833
80.520833,7.270833
80.520833,7.812500
80.520833,8.354167
80.520833,8.270833
80.520833,8.104167
80.312500,6.312500
80.312500,6.270833
80.312500,6.020833
80.312500,6.104167
80.312500,6.062500
80.312500,6.645833
80.312500,6.562500
80.312500,6.812500
80.312500,7.062500
80.312500,6.895833
80.312500,7.229167
80.312500,7.312500
80.312500,7.354167
80.312500,8.020833
81.020833,8.354167
81.020833,8.937500
81.020833,7.937500
81.020833,7.770833
81.020833,7.895833
81.020833,6.270833
80.812500,6.687500
80.812500,6.604167
80.812500,7.770833
80.812500,7.562500
80.812500,8.104167
79.770833,9.687500
79.770833,8.229167
81.520833,7.520833
81.520833,7.187500
81.520833,6.979167
81.520833,6.812500
81.520833,6.354167
81.520833,6.395833
81.520833,7.687500
80.479167,7.562500
80.479167,7.479167
80.479167,7.520833
80.479167,7.020833
80.479167,6.812500
80.479167,8.312500
80.479167,8.354167
80.479167,6.687500
80.479167,6.354167
80.479167,6.395833
80.479167,6.437500
80.479167,6.187500
80.479167,6.270833
80.479167,6.020833
80.479167,5.979167
80.270833,6.020833
80.270833,6.187500
80.270833,6.770833
80.270833,6.729167
80.270833,6.520833
80.270833,6.437500
80.270833,6.645833
80.270833,7.187500
80.270833,6.979167
80.270833,6.854167
80.270833,7.145833
80.979167,6.395833
80.979167,7.395833
80.937500,8.062500
80.937500,8.020833
80.937500,7.604167
80.937500,7.645833
80.937500,7.770833
80.937500,7.479167
80.937500,7.187500
80.937500,6.520833
80.937500,6.104167
80.937500,6.229167
80.770833,6.312500
80.770833,6.020833
80.770833,6.145833
80.770833,6.395833
80.770833,6.687500
80.770833,7.895833
80.770833,7.979167
80.770833,8.020833
80.770833,7.437500
80.770833,7.562500
79.729167,8.104167
81.479167,6.395833
81.479167,7.104167
81.479167,7.062500
81.479167,6.812500
81.479167,7.229167
81.437500,8.145833
81.437500,6.395833
81.437500,7.145833
81.437500,7.479167
81.437500,7.229167
81.437500,7.354167
81.270833,6.895833
81.270833,6.187500
81.270833,8.312500
81.270833,7.604167
80.229167,9.812500
80.229167,6.312500
80.229167,6.104167
