long,lat
80.229167,6.062500
80.229167,7.020833
80.229167,7.104167
80.229167,7.062500
80.229167,7.229167
80.229167,6.687500
80.229167,6.354167
80.229167,6.479167
80.229167,6.437500
80.229167,6.520833
80.229167,6.645833
80.229167,7.937500
80.229167,7.895833
80.229167,8.145833
80.229167,7.604167
80.229167,7.645833
80.229167,8.312500
80.895833,6.479167
80.895833,6.604167
80.895833,6.187500
80.895833,8.604167
80.895833,8.020833
80.895833,8.062500
80.895833,7.187500
80.729167,6.020833
80.729167,6.062500
80.729167,6.229167
80.729167,6.437500
80.729167,7.312500
80.729167,7.354167
80.729167,7.395833
80.729167,7.520833
81.395833,7.270833
81.395833,7.187500
81.395833,6.895833
81.395833,7.104167
81.395833,7.812500
81.229167,6.229167
81.229167,6.312500
81.229167,6.770833
81.229167,7.145833
81.229167,7.270833
81.229167,7.354167
81.229167,7.687500
81.229167,7.604167
81.229167,7.937500
80.187500,9.687500
80.187500,6.270833
80.187500,6.229167
80.187500,6.187500
80.187500,6.854167
80.187500,6.354167
80.187500,6.729167
80.187500,6.687500
80.187500,6.645833
80.187500,8.062500
80.187500,7.729167
80.187500,7.312500
80.187500,7.562500
80.020833,9.687500
80.020833,8.395833
80.020833,8.895833
80.020833,6.479167
80.020833,6.354167
80.020833,6.979167
80.020833,6.895833
80.020833,6.729167
80.020833,7.104167
80.687500,7.937500
80.687500,7.395833
80.687500,7.270833
80.687500,7.187500
80.687500,7.229167
80.687500,6.520833
80.687500,6.479167
80.687500,6.395833
80.687500,6.145833
80.687500,5.979167
80.687500,6.229167
81.354167,7.854167
81.354167,6.395833
81.354167,6.270833
81.354167,6.229167
81.354167,7.229167
81.354167,7.187500
81.354167,7.270833
81.354167,7.520833
81.354167,6.770833
81.354167,6.895833
81.187500,7.312500
81.187500,7.437500
81.187500,8.104167
81.187500,8.604167
81.187500,8.687500
81.187500,6.187500
81.187500,6.312500
80.145833,6.104167
80.145833,6.187500
80.145833,6.145833
80.145833,6.270833
80.145833,7.312500
80.145833,7.270833
80.145833,7.729167
80.145833,6.479167
80.145833,6.395833
80.145833,6.645833
80.145833,6.729167
80.145833,6.937500
80.145833,6.979167
80.145833,6.812500
80.145833,7.145833
80.145833,9.645833
80.145833,8.312500
80.145833,8.104167
80.145833,8.187500
79.979167,6.729167
79.979167,6.604167
79.979167,6.937500
79.979167,6.770833
79.979167,6.520833
79.979167,7.562500
79.979167,7.104167
79.937500,8.895833
79.937500,6.895833
79.937500,6.729167
79.937500,7.812500
79.937500,7.687500
79.937500,7.395833
79.937500,6.979167
79.937500,7.104167
79.937500,9.729167
81.854167,7.229167
81.854167,7.312500
81.854167,7.104167
81.854167,6.979167
81.687500,7.312500
81.687500,7.729167
81.687500,6.520833
81.687500,6.562500
80.645833,6.020833
80.645833,6.062500
80.645833,6.104167
80.645833,6.270833
80.645833,8.104167
80.645833,7.812500
80.645833,7.437500
80.645833,7.520833
80.645833,7.270833
80.645833,7.312500
80.437500,7.645833
80.437500,7.270833
80.437500,7.229167
80.437500,7.187500
80.437500,7.437500
80.437500,6.687500
80.437500,6.729167
80.437500,6.979167
80.437500,6.895833
80.437500,6.312500
80.437500,6.354167
80.437500,6.437500
80.437500,6.395833
80.437500,5.979167
81.312500,6.770833
81.312500,6.979167
81.312500,7.104167
81.312500,7.229167
81.312500,7.187500
81.312500,6.229167
81.312500,6.520833
81.145833,6.270833
81.145833,6.937500
81.145833,6.437500
81.145833,6.645833
81.145833,6.604167
81.145833,7.854167
80.104167,7.770833
80.104167,7.979167
80.104167,6.520833
80.104167,6.437500
80.104167,6.395833
80.104167,6.687500
80.104167,6.604167
80.104167,6.729167
80.104167,6.812500
80.104167,6.979167
80.104167,6.895833
80.104167,8.104167
79.895833,7.020833
79.895833,7.145833
79.895833,7.187500
79.895833,7.354167
79.895833,7.520833
79.895833,7.645833
79.895833,6.729167
79.895833,6.854167
79.895833,6.770833
79.895833,6.812500
79.895833,7.979167
79.895833,8.104167
81.812500,7.395833
81.812500,6.854167
81.812500,6.770833
81.812500,6.937500
81.812500,6.729167
81.645833,7.270833
81.645833,6.937500
81.645833,7.104167
81.645833,7.437500
81.645833,7.312500
81.645833,7.354167
80.604167,6.104167
80.604167,5.979167
80.604167,6.145833
80.604167,6.479167
80.604167,6.687500
80.604167,7.104167
80.604167,7.270833
80.604167,7.229167
80.604167,7.354167
80.604167,7.562500
80.604167,7.604167
80.604167,7.812500
80.604167,8.145833
80.395833,8.354167
80.395833,8.312500
80.395833,7.937500
80.395833,7.312500
80.395833,7.354167
80.395833,6.979167
80.395833,7.104167
80.395833,6.770833
80.395833,6.854167
80.395833,6.520833
80.395833,6.687500
80.395833,6.437500
80.395833,6.145833
80.395833,6.270833
81.104167,7.687500
81.104167,7.937500
81.104167,7.270833
81.104167,6.145833
81.104167,6.770833
81.104167,6.479167
81.104167,6.729167
80.062500,7.395833
80.062500,7.479167
80.062500,7.520833
80.062500,6.895833
80.062500,7.145833
80.062500,8.187500
80.062500,6.229167
80.062500,6.312500
79.854167,8.229167
79.854167,7.979167
79.854167,7.229167
79.854167,7.270833
79.854167,7.020833
79.854167,7.520833
79.854167,6.812500
81.770833,6.645833
81.770833,7.020833
81.770833,7.312500
81.604167,7.770833
80.562500,6.895833
80.562500,7.104167
80.562500,7.145833
80.562500,7.270833
80.562500,7.312500
80.562500,7.770833
80.562500,5.937500
80.562500,6.062500
80.562500,6.145833
80.562500,6.354167
80.562500,6.604167
80.562500,6.645833
