"lon","lat"
80.308217,6.452185
74.751625,14.104881
74.206457,14.975185
80.60544,7.247648
80.368619,6.438767
75.074455,13.241979
80.433762,6.97482
80.519142,5.999301
74.288354,15.333902
73.95,15.3
76.678983,10.124919
77.225271,8.694345
73.95,15.3
80.455971,6.41186
76.90535,9.191489
79.8666000185428,7.03329999618962
79.9050000184852,6.77019999649144
80.5644000170131,7.30749999575396
79.8833000185263,6.83329999642119
81.5000000151618,6.41659999663563
80.0666000181181,6.89999999631022
81.2500000156917,6.19999999692734
81.116600015973,6.13329999702746
81.0333000161292,6.28329999686571
80.3000000177042,6.0665999972505
80.950000016322,6.09999999709478
80.7333000167396,6.43329999674076
80.5088000172171,6.41109999680565
80.8166000165397,6.68329999643519
79.8166000185918,7.71659999540369
80.0522000182152,6.29799999702206
80.000000018143,8.41659999457243
80.6000000168765,8.1665999947683
80.6500000167746,8.11659999481772
79.8833000185263,6.83329999642119
81.7666000145553,7.29999999558584
80.5333000170699,7.4165999956334
81.8000000145316,6.74999999620707
80.5500000170556,7.16659999591873
80.5333000170199,8.11659999483452
80.5833000169752,7.28329999577883
80.6166000169064,7.26659999579277
80.5333000171282,6.76659999638546
80.4666000172019,7.53329999550985
80.3666000174368,7.266599995833
80.5577000170876,6.65469999651184
81.3666670153647,7.18333299577441
79.9000000184983,6.74999999651613
80.1166670180281,6.71666699651621
80.6333000168698,7.28329999577091
80.6166670168652,7.79999999518201
80.9000000163195,7.19999999582508
81.3338472103677,6.41263465347076
81.4505769110309,6.3891768807307
81.3038400275703,6.53887826675881
81.1293982661338,6.43713432471884
81.2191482436535,6.23907350825871
81.3666553065855,6.23954071419145
81.5156925353049,6.3662317250542
81.7666754881123,6.63123040421462
81.8247277054445,6.83815613364377
81.8263990243304,6.92197070362724
81.7188422777956,7.13984031032204
81.838584436937,7.22185478370279
81.8605792818613,7.293525761612
81.8253874531554,7.41484847092652
81.5889234546623,7.78462843998028
81.1880401747555,8.6930956622088
81.1957327039717,8.59123365367303
81.0038460294746,8.35024505769413
81.0018207497447,7.93068890683195
81.061395041624,7.90964077832155
81.0218120337533,7.95106603658296
81.0000835821975,7.90237229623091
81.0110354374449,7.9425143513432
81.0485078231847,7.99916488569295
81.0695546424246,8.00915311261079
80.9528920956387,8.04178056707758
80.9250062266583,8.00244989812453
80.9361045234209,8.00900982850619
80.9466035121761,8.02058469083543
80.9316033888867,8.01952368782015
80.9064420913577,8.03865993408429
80.8997504945104,8.04327420108261
80.9020501511227,8.02696981523243
80.9103567429442,8.06083016604614
80.8623043476227,8.13656017846467
80.7869289433381,8.04110288749207
80.8119969684037,8.11515096494416
80.9279052030884,7.65477526302371
81.0014494211137,7.79142770582759
80.920707176653,7.75185496285601
80.8176206466973,7.78042718906079
80.6262490994982,7.53693942016382
80.4804318670455,7.54643952443161
80.4966044853843,7.49670084658036
80.7425964259433,7.40668874895787
80.703648019553,7.3995367279093
80.7842889021039,7.42643105514069
80.7714173557314,7.5522724821311
80.8268084748263,7.5421918021922
80.7099370167562,7.50340103471672
80.8457271289223,7.43477605879996
80.9456772792908,7.47113597717382
80.7362410994944,7.29499938655731
80.7244882758196,7.32019730718534
80.7020580872746,7.28002046468303
80.7309554476366,7.34505589795085
80.7118422917555,7.36034154337451
80.6631388153032,7.26887743555748
80.6422747990548,7.27665833451293
80.6431649946087,7.29774889433151
80.622102309475,7.25819170091304
80.6002199314491,7.25935321014813
80.5965809913602,7.28431067506885
80.6061133702116,7.24241905239739
80.6177166914496,7.22733834787128
80.5953926574637,7.21638434090584
80.5889569791287,7.26225979520317
80.5945792678115,7.27267872864341
80.5913717804864,7.25557883802038
80.5099127978518,7.25199263142028
80.4499833898,7.25683186380516
80.3459008648805,7.25055313544111
80.3570646108373,7.23846938028279
80.405143141273,7.2973494043142
80.3951250458664,7.32080535280758
80.3449843335586,7.3068702609287
80.3149977112829,7.3121491760723
80.4227187023965,7.24672940075619
80.3094070837385,7.23201093162016
80.2595940980271,7.1968449540627
