"","lon","lat"
"1",80.1678022814796,7.05177218991389
"2",79.9050000184852,6.77019999649144
"3",80.5692302980176,7.33098347150435
"4",79.8833000185263,6.83329999642119
"5",81.5000000151618,6.41659999663563
"6",79.9698056371372,6.90523563989881
"7",81.2258672538395,6.25455265792691
"8",81.116600015973,6.13329999702746
"9",81.0333000161292,6.28329999686571
"10",80.2511320966925,6.02101649112482
"11",80.8663126536909,6.09308712890862
"12",80.7333000167396,6.43329999674076
"13",80.5088000172171,6.41109999680565
"14",80.8166000165397,6.68329999643519
"15",79.7801137015942,7.83203807506941
"16",80.033302736447,6.33568784068834
"17",80.000000018143,8.41659999457243
"18",80.7264562497055,8.33335295793986
"19",80.6015651043436,8.04699680693089
"20",79.8833000185263,6.83329999642119
"21",80.5333000170699,7.4165999956334
"22",81.8000000145316,6.74999999620707
"23",80.5012598693942,7.17380014508844
"24",80.5282270441205,8.06994416781854
"25",80.5833000169752,7.28329999577883
"26",80.6166000169064,7.26659999579277
"27",80.3616824494159,6.82398770167475
"28",80.4666000172019,7.53329999550985
"29",80.3666000174368,7.266599995833
"30",80.5577000170876,6.65469999651184
"31",81.3666670153647,7.18333299577441
"32",79.9000000184983,6.74999999651613
"33",80.1780205996294,6.74625590087869
"34",80.6438887374508,7.27500210427281
"35",80.6166670168652,7.79999999518201
"36",80.9000000163195,7.19999999582508
"37",81.2984260777068,6.32094553127066
"38",81.4505769110309,6.3891768807307
"39",81.3038400275703,6.53887826675881
"40",81.6299071953077,6.66919412209381
"41",81.6845746125389,7.03218212047106
"42",81.8605792818613,7.293525761612
"43",81.674621963479,7.30299013493987
"44",81.1880401747555,8.6930956622088
"45",81.1957327039717,8.59123365367303
"46",81.0018207497447,7.93068890683195
"47",81.0146233201177,7.85865356368612
"48",80.9190609825771,7.92139713190395
"49",81.0498139872116,8.18257185398481
"50",80.9466035121761,8.02058469083543
"51",80.9020501511227,8.02696981523243
"52",80.8623043476227,8.13656017846467
"53",80.7578548729133,8.0389367931527
"54",81.0489145356951,7.67007646171548
"55",81.0014494211137,7.79142770582759
"56",80.8176206466973,7.78042718906079
"57",80.6262490994982,7.53693942016382
"58",80.7425964259433,7.40668874895787
"59",80.703648019553,7.3995367279093
"60",80.7842889021039,7.42643105514069
"61",80.7102375406092,7.30848173224845
"62",80.7287992757468,7.32746889963682
"63",80.7118422917555,7.36034154337451
"64",80.6631388153032,7.26887743555748
"65",80.6431649946087,7.29774889433151
"66",80.619225139399,7.24994790945404
"67",80.5889569791287,7.26225979520317
"68",80.5511542474154,7.26598034163512
"69",80.4541782335075,7.21521586660475
"70",80.3459008648805,7.25055313544111
"71",80.405143141273,7.2973494043142
"72",80.3951250458664,7.32080535280758
"73",80.3149977112829,7.3121491760723
"74",80.3577748976385,7.21398740823306
"75",80.1965506642266,7.22608797460446
"76",80.239199342712,7.0147138827607
"77",80.1829982963788,6.8274955147106
"78",79.9816771449606,6.59065916495667
"79",80.1518793273471,6.36479182403871
"80",80.3372371861133,6.2178197174476
"81",80.4065561665967,6.10936253695316
"82",80.3166103520503,6.10348627186115
"83",80.2218635715432,6.05211569056724
"84",80.3732139397558,6.00614263764446
"85",80.6900297079499,6.26127824989516
"86",80.7344257726488,6.05216271088327
"87",81.2482840934283,6.758472138546
"88",81.4286495049081,7.60565909656128
"89",81.6741816433206,7.72851404545391
"90",81.3949285980561,7.96124235372194
"91",80.4070249606003,8.34371420703077
"92",80.4745313668834,8.30861133980825
"93",80.2261262899556,8.29189526947478
"94",79.8011654905152,7.55765338912784
"95",79.8360030732172,7.42393804932701
"96",79.8754215585144,7.14335270417576
"97",79.8788075388522,7.20658340649557
"98",80.0126466759665,7.08534099582429
"99",80.1022047700968,7.13599156800153
"100",80.1140072698768,6.52347066681314
"101",80.1397616525788,6.1803958518786
"102",80.2065995119797,6.26409229377677
"103",80.1567450404176,6.286974776348
"104",80.3577363858816,6.37476205482032
"105",81.5612047104918,6.90625036288423
"106",80.0513950136023,7.47824200391078
"107",79.8328168633318,8.03233281129209
"108",79.813691170214,8.23090803189828
