"","coords.x1","coords.x2"
"495",552696.437167766,420686.469263316
"496",434487.934549336,429164.673798712
"497",453324.882330596,400557.558988137
"498",578362.491190661,525774.064826491
"499",579895.339477563,526421.655657521
"500",582190.403377349,429936.286243484
"501",578471.339018254,433344.775743523
"502",514891.704481767,676121.033918425
"503",466858.858364646,479553.672094871
"504",459626.001132205,481567.311085979
"505",468281.020886234,478970.146973196
"506",467628.175115471,479245.447603455
"507",458285.976979447,475094.098379226
"508",478638.836311052,482602.150971136
"509",501850.540859492,473556.528454525
"510",465343.010379784,477286.950836222
"511",462135.147607435,480626.722276457
"512",463227.432548277,486709.169090536
"513",431864.70223488,448880.231189494
"514",488545.44260285,469392.039268249
"515",446147.407127079,449425.696554847
"516",500851.978950267,467519.534997753
"517",506579.583728667,540458.18316406
"518",508420.172369238,536772.296543654
"519",476295.294356898,427203.336258093
"520",508420.172369238,536772.296543654
"521",459626.001132205,481567.311085979
"522",499219.878604063,540457.793508899
"523",493703.287791746,564417.804902692
"524",463068.783439266,469168.048092393
"525",497380.443158063,549673.052038207
"526",488184.316591215,557046.717187513
"527",491860.377395169,542301.470872521
"528",442444.18779285,438507.48263062
"529",451831.105508221,417139.706552633
"530",453068.781747397,417412.485159174
"531",459331.274781761,498933.641645906
"532",492458.765050942,442322.822980934
"533",502899.535003033,544143.89872976
"534",506579.818503963,538615.105311794
"535",460578.854296748,438290.10061771
"536",443392.433338507,457174.800888313
"537",458285.976979447,475094.098379226
"538",451691.221309078,430882.586014141
"539",508419.566211106,540458.452138513
"540",460504.85529585,436250.278660135
"541",442486.151806269,472897.996922905
"542",478638.836311052,482602.150971136
"543",495541.527046836,557045.436151329
"544",481594.206035506,434349.916258403
"545",493703.03520388,562574.819714919
"546",461079.783924704,435046.654729096
"547",539280.114583642,492320.804291972
"548",501850.540859492,473556.528454525
"549",472493.669187476,506066.974846379
"550",471844.391418626,488618.207602655
"551",459544.009070662,418799.892125366
"552",465343.010379784,477286.950836222
"553",495541.707875653,558888.416690347
"554",497381.216084045,562574.457006316
"555",482590.866544577,440633.000152779
"556",493152.670676024,505979.131500812
"557",501059.749388319,540457.787991005
"558",501059.778179279,538614.711116784
"559",503493.909061088,468483.545158711
"560",456626.644081282,467558.591492677
"561",497380.994194778,558888.271112987
"562",459517.290292121,512417.566253934
"563",465755.735536142,435535.690906988
"564",462135.147607435,480626.722276457
"565",506579.818503963,538615.105311794
"566",463227.432548277,486709.169090536
"567",461370.040727251,435356.078850382
"568",446246.392484079,391242.617421367
