V1,V2,V3
42.323654,27.678572,6.457144
47.240959,28.105999,9.000000
46.372837,28.125332,8.935999
45.357979,28.097332,8.927999
43.214375,27.948000,8.379999
50.465290,28.222000,9.172001
72.151192,28.271999,12.299999
73.598801,28.090668,12.048000
73.119431,28.303333,12.228001
56.295017,23.285999,10.584000
42.265697,26.073999,11.320002
39.865704,22.767334,10.552000
38.867783,26.933334,8.860001
38.949173,26.362667,8.700001
38.386326,25.363333,8.699999
37.541367,27.456249,6.079166
39.750408,27.199333,7.580000
40.778206,27.048000,7.780001
73.548912,28.450001,10.092001
73.888817,28.317333,11.559999
71.703011,28.486666,9.348000
71.789490,28.296154,8.284615
71.570267,28.028000,12.903999
71.495682,27.944000,13.136000
71.296478,27.955999,12.664000
72.587830,29.308666,14.204000
73.095505,27.892000,11.648001
70.490440,28.806000,12.300001
74.119591,28.456667,13.028000
71.716118,28.624666,13.540001
79.200340,29.575333,13.127998
87.176979,30.038666,11.935999
89.340454,30.135963,11.821051
65.688316,28.243519,7.816668
70.452553,28.091333,9.264000
68.700455,22.820000,12.536000
37.696095,27.572666,7.012001
37.865242,27.568001,6.688000
37.867775,27.576000,7.468000
49.663918,28.198666,9.443998
48.352699,28.087334,9.284000
66.038788,28.551332,10.276001
38.754707,27.639999,7.615999
40.242374,27.737999,8.400000
40.527664,27.814667,8.820002
41.829964,27.854000,8.936001
42.572521,28.018667,9.091999
40.820099,27.770666,8.720001
45.781544,28.003334,9.332001
79.841919,28.456667,10.940001
76.959641,28.557333,10.728001
79.360809,28.785334,10.792000
44.785362,27.987333,8.180000
44.810375,27.868000,7.424000
47.043137,28.194668,8.864000
45.178535,28.035999,8.379999
44.468365,27.752380,6.728571
59.392910,28.369999,9.560001
52.529762,28.214001,8.916000
46.758678,28.001333,7.855999
66.499786,28.508667,10.128000
63.542282,28.503334,9.687998
58.128376,28.340666,8.980000
51.584671,28.266666,8.768000
54.760864,28.245333,8.615999
90.617401,29.216667,10.587500
91.760757,29.071667,9.695000
89.329681,29.718887,11.946665
88.790703,29.304167,11.390001
78.968246,28.754667,11.724001
78.431641,28.630001,11.712002
77.404678,28.490000,11.632000
78.812744,29.154667,11.799997
79.766762,29.330000,12.372000
90.597382,29.855556,11.799999
81.114311,28.691999,10.807999
82.686897,28.490580,9.595652
35.239090,27.308666,6.803999
35.413033,27.321333,7.136000
36.867046,25.993334,7.576000
70.720169,28.331999,11.855997
66.666084,26.709999,10.812000
59.552597,26.600000,10.684000
53.709240,26.357332,10.552000
38.288017,25.046667,10.992001
41.668701,26.029999,11.136000
96.379890,29.201334,12.080002
58.051861,28.360666,10.504000
67.944328,28.088667,11.060001
64.475906,28.351999,10.903999
39.890976,27.292000,9.748001
39.048733,27.179333,9.815998
38.998318,26.514000,9.468000
45.831566,27.828667,10.264000
36.939209,27.243999,9.208000
41.554985,26.119333,9.339998
44.969028,25.177999,9.640001
34.046928,25.343334,8.424000
33.887829,24.839333,8.160000
73.349121,27.876667,11.816000
73.523895,28.066000,11.631998
71.811150,26.908667,11.987999
72.757401,27.606001,11.840002
71.441147,27.360666,12.872000
72.210236,27.948666,12.927998
72.341248,27.738667,13.128000
70.334587,28.182667,7.716002
72.065567,28.223333,9.087999
75.087486,28.102667,10.000000
74.459160,28.546000,10.383999
73.684868,28.262667,11.451998
68.108849,28.299334,9.323999
75.040428,28.597332,10.731998
72.738342,28.541334,11.636002
73.904800,28.878666,11.952002
73.579941,29.171999,12.260000
75.483109,28.536667,10.547997
74.048233,28.573334,10.584000
40.352074,27.638666,7.783998
40.018082,27.613333,7.624001
40.232368,27.686001,7.532001
41.191147,27.882000,8.628000
40.311028,27.539333,7.935999
44.022537,28.070667,9.227999
42.460316,27.931334,8.912001
47.543182,28.151333,9.452000
79.473999,28.798668,10.748001
77.198753,28.532000,10.655998
80.189026,28.791334,10.740000
55.113884,28.322666,8.368000
57.817646,28.286667,8.200001
58.148155,28.282000,8.316000
59.107025,28.298000,8.612000
61.076267,28.333334,9.128000
64.192368,28.476665,9.383999
48.557533,28.095833,7.633333
50.653790,28.275333,8.292000
49.315243,28.178787,7.786364
49.955296,28.251333,8.132000
102.389023,29.565624,8.481251
80.647995,28.697332,9.735998
76.900818,28.583334,9.792000
91.607162,29.226000,10.435999
87.491882,29.261333,11.312000
87.576775,29.032408,10.672220
87.441383,28.971428,10.528572
77.091499,29.158001,12.004002
75.804634,28.982666,12.020002
76.585648,28.920668,12.640001
74.505829,28.495333,11.619999
81.564468,29.189333,11.799999
78.585663,29.151333,12.104000
78.179329,28.406666,10.872000
33.804680,27.220667,7.147999
34.802589,27.413334,6.260002
34.743458,27.422001,7.491999
27.402588,23.124001,10.240000
36.991188,25.473999,10.487999
34.350082,25.020666,10.403999
64.442696,26.842667,10.768000
68.363846,28.202000,11.775999
72.889458,28.448000,11.964001
73.041840,28.470001,12.148001
77.224152,28.835999,11.360001
70.081642,28.046667,11.128002
72.384399,28.269333,10.931997
42.739464,27.868000,9.784000
44.051235,27.701332,9.667999
41.961788,26.291332,9.063999
41.172752,24.889334,9.575998
39.587620,26.626667,9.196001
44.953102,25.402000,9.243999
35.714497,26.341333,8.920000
37.156445,27.863333,9.207998
35.039436,25.743334,8.432001
33.416859,27.301332,7.039999
35.018028,27.511333,6.636000
69.448616,29.026001,13.512001
74.524796,29.119333,11.615999
74.786362,28.723333,12.708002
70.380852,28.262667,12.795998
60.476051,28.294001,8.368000
74.462593,28.524000,10.591999
68.386086,27.544666,10.956001
53.813114,28.213333,9.292000
56.208466,28.365334,9.660002
55.143192,28.309334,9.411999
105.209068,29.433332,8.999998
80.625999,28.700001,10.591999
79.383232,28.690001,10.511999
111.409508,29.931999,10.984001
40.432304,27.649124,6.473684
41.184433,27.691999,6.587999
85.099632,28.760666,9.576000
77.707161,28.702667,9.408001
88.046326,28.842667,9.552000
59.909908,28.344444,8.119047
60.426029,28.317501,7.940001
56.901043,28.338095,7.985714
62.139778,28.374001,8.568001
85.656395,28.797619,10.192858
85.903755,28.926315,10.615789
82.445274,28.941334,11.743999
86.019379,29.112000,10.728001
78.609634,29.142000,11.775999
37.889782,21.166666,9.707999
33.330898,24.459333,10.256001
34.238926,24.917999,10.300001
34.550941,25.096001,10.252001
36.542900,25.357334,10.296000
36.037663,25.007334,10.128000
35.336216,27.524242,6.309092
33.993912,27.541332,7.056000
33.659966,27.341333,7.492001
33.652565,25.351999,8.528000
33.871220,26.858000,9.424002
35.522640,25.247334,9.324001
