long,lat
80.354167,7.270833
80.354167,7.229167
80.354167,7.062500
80.354167,6.979167
80.354167,6.812500
80.354167,6.562500
80.354167,6.395833
80.354167,6.354167
80.354167,6.312500
80.354167,6.270833
80.354167,6.104167
80.354167,6.020833
105.645833,21.437500
81.062500,6.645833
81.062500,6.562500
81.062500,7.687500
80.854167,7.437500
80.854167,7.770833
80.854167,7.354167
80.854167,7.312500
80.854167,8.187500
80.854167,6.645833
80.854167,6.520833
80.854167,6.812500
80.854167,6.312500
104.937500,21.729167
79.812500,8.020833
81.729167,6.687500
81.729167,6.895833
81.729167,7.312500
110.354167,20.062500
80.520833,6.312500
80.520833,6.604167
80.520833,6.395833
80.520833,8.895833
80.520833,7.145833
80.520833,7.062500
80.520833,7.020833
80.520833,6.895833
80.520833,6.812500
80.520833,6.770833
80.520833,7.395833
80.520833,7.187500
80.520833,7.979167
80.520833,7.812500
80.520833,8.354167
80.520833,8.270833
80.520833,8.020833
100.604167,14.062500
80.312500,13.229167
80.312500,6.145833
80.312500,6.104167
80.312500,6.062500
80.312500,6.645833
80.312500,6.437500
80.312500,7.062500
80.312500,6.895833
80.312500,7.312500
80.312500,8.020833
101.312500,4.854167
81.020833,8.854167
81.020833,8.937500
81.020833,7.937500
81.020833,6.729167
81.020833,6.104167
78.854167,29.604167
74.770833,20.895833
80.812500,6.895833
80.812500,6.687500
80.812500,6.729167
80.812500,6.437500
80.812500,7.812500
80.812500,7.604167
80.812500,7.395833
80.812500,7.437500
80.812500,7.520833
80.812500,7.270833
80.812500,7.354167
80.812500,6.937500
80.812500,7.979167
100.062500,7.520833
80.812500,9.270833
120.604167,23.062500
81.520833,7.520833
81.520833,7.229167
81.520833,7.020833
81.520833,6.354167
81.520833,6.395833
80.479167,7.104167
80.479167,6.937500
80.479167,6.812500
80.479167,8.354167
80.479167,6.520833
80.479167,6.437500
80.479167,6.020833
80.479167,5.979167
80.479167,8.645833
80.270833,6.020833
80.270833,6.770833
80.270833,6.520833
80.270833,6.437500
80.270833,6.395833
80.270833,6.687500
80.270833,6.604167
80.270833,6.562500
80.270833,6.979167
80.270833,6.854167
80.270833,7.145833
80.270833,7.062500
80.270833,7.520833
80.270833,7.979167
80.270833,13.104167
67.812500,24.604167
108.020833,16.270833
88.354167,25.854167
80.979167,6.729167
80.979167,6.479167
80.979167,7.395833
80.979167,7.312500
80.979167,7.687500
80.979167,7.729167
103.812500,1.354167
80.937500,7.979167
80.937500,7.854167
80.937500,7.645833
80.937500,7.729167
80.937500,7.187500
