"coords.x1","coords.x2"
491865.185372845,569943.630207273
478976.421772213,531247.07437202
490001.400172241,464891.490177731
462365.570897098,470432.81359996
459955.499224611,499307.587136235
470692.886964002,434798.758533897
465976.644779965,446589.229608365
443914.194539335,448332.26225912
501730.943278652,489958.954542846
470692.886964002,434798.758533897
482618.928075255,415136.652364921
482655.784278563,527559.596552429
528731.692668632,402240.135178813
501730.943278652,489958.954542846
502899.535003033,544143.89872976
421853.498278983,488911.535397488
565485.470415779,520226.327733278
432898.011269518,483366.934805979
471239.825837213,422690.083762534
582183.001335004,429928.866303377
399778.047938615,503691.260351678
521320.373095762,470423.556026829
432898.011269518,483366.934805979
469730.873515966,455687.772581278
420165.305113859,422340.303405861
504738.780284851,464890.688897599
470692.886964002,434798.758533897
470692.886964002,434798.758533897
414795.839072431,656649.460656633
463510.973756617,447541.792674152
609630.771850452,533205.652563307
462365.570897098,470432.81359996
473459.878985323,545986.84413104
473422.217160987,474108.506190029
497382.564562458,584683.840038122
453139.37146839,450170.392625265
486364.818421115,623390.793693813
482649.032551414,529395.265464597
455043.373446554,529412.620709759
459955.499224611,499307.587136235
478972.776427333,531243.426702136
458649.866471166,424363.910693977
482677.969645815,588380.596690536
480789.263410299,457518.360175253
427359.024801314,468629.36512209
423738.141826042,512869.699575928
451256.754865098,404096.570765809
565485.470415779,520226.327733278
403410.904512026,472353.30120574
456846.244888922,475969.729266387
518327.95763786,523049.596690135
478962.53644457,498072.505600807
401581.61152765,481569.028811056
536153.926853015,470032.111184065
510739.754571526,462136.40331365
530454.726325654,459355.905351607
519377.630289907,448992.288587521
519942.476393821,455372.584542427
524716.59450464,441046.869645403
520305.300858224,432479.48801211
537917.239658364,447424.099595413
540240.185794723,442520.851146383
546478.700180671,427768.659332655
517961.428685066,436053.611811739
510963.961293567,446296.348020293
507615.390664992,424050.537030924
505641.38325045,435554.896557921
481236.452740019,406170.477093818
487030.298683198,397946.192717716
481919.932494703,405133.899959364
450028.210515266,395364.87908417
465844.38829703,389895.087588927
435486.802780731,408904.814334977
449358.209296654,399308.721989899
432047.215735658,421238.77314602
439221.398642952,426411.668599447
426914.720097999,446943.692248687
426289.984339715,441050.739344875
434087.767210072,460850.960662226
435432.039679793,456979.544532174
443616.805490117,483121.559694408
446267.719195506,466728.339172186
456138.607052672,467558.540833737
457742.732180675,465308.205145162
454136.278101756,480286.023103541
440897.816884201,471570.694424674
463388.217089258,496510.191041022
454944.72368073,497317.020421374
465658.615868989,491862.821936882
443020.139917051,505395.19907526
430414.484375195,509304.153846053
453596.072217763,508559.066567999
452844.097031196,527809.928052453
453160.676879965,526132.703701105
453732.643213478,526058.930420741
455856.323480384,526736.829371514
455237.622062018,529824.106962988
459262.369801749,530099.78862148
446969.854625057,536177.424167302
407997.119157139,616565.330174289
459113.348565743,586083.851369931
429091.574708779,582348.436481998
496693.712194657,597701.447322872
487136.175707871,598276.187438824
495296.298504008,599462.003174934
486535.833525202,594410.726723216
489407.065872367,599984.967011311
471269.553632011,607580.745397621
498983.404474884,606862.917513151
