"IterationNo","AUC_at_Value_0.9","AUC_at_0.5","AUC_ratio"
0,0.175008619868848,0.167339247734896,1.04583128129093
1,0.170057875722854,0.164081535027707,1.03642299356925
2,0.179169494308555,0.170225617123694,1.05254131156042
3,0.179902415704654,0.171740952102746,1.04752194221577
4,0.142697811897828,0.141485951767719,1.00856523290806
5,0.186505634944884,0.179377484557154,1.0397382670703
6,0.166407107119649,0.161060326616897,1.03319737774698
7,0.154248340050291,0.150379584423814,1.0257266013954
8,0.110781415217041,0.111096764164601,0.997161492956776
9,0.149874226911283,0.145021375407095,1.03346300840525
10,0.146435474009356,0.143609308167248,1.01967954499729
11,0.1397719804147,0.138822887544963,1.00683671753643
12,0.193455907822484,0.182169145608676,1.06195759537707
13,0.224668678969794,0.208904378218498,1.07546180164213
14,0.157531593478893,0.152937646534018,1.03003803869738
15,0.230463495750892,0.209449111165949,1.10033169617174
16,0.159083458574561,0.155384549546046,1.02380487017095
17,0.195692775297045,0.183434047177587,1.06682907730641
18,0.194331942810883,0.183877274574809,1.05685677178025
19,0.179944228929763,0.172568174930114,1.04274284063465
20,0.223043025451224,0.204204444555103,1.09225353021657
21,0.213695611969464,0.198520000760642,1.07644373942513
22,0.170562930530512,0.163277201937905,1.04462183639929
23,0.172654486674554,0.165587067197148,1.04268098709057
24,0.249110907217106,0.226237592909415,1.1011030660888
25,0.170116137927998,0.165085598847035,1.03047230719152
26,0.156147339752194,0.151096788594718,1.03342593316807
27,0.157119173055348,0.151096788594718,1.03985779258873
28,0.14630467416812,0.143609308167248,1.01876874163151
29,0.164636406648224,0.158363453348174,1.03961111713229
30,0.123444660536136,0.122091945024938,1.01107948203235
31,0.159488045836924,0.153320545733694,1.0402261815187
32,0.155828794873325,0.152171214130172,1.02403595689277
33,0.197500435723609,0.18485128188472,1.06842881320551
34,0.207972676720698,0.191405044051263,1.08655797317963
35,0.204958364395365,0.193549720527731,1.05894425389263
36,0.179710333179182,0.171740952102746,1.04640349886769
37,0.241961234929811,0.221539001310831,1.09218346881652
38,0.160666960100793,0.155384549546046,1.0339957258954
39,0.19860068966399,0.185337721980124,1.07156108072424
40,0.133999624276318,0.132929459692487,1.0080506201282
41,0.147611585795592,0.144139161853426,1.02409077378775
42,0.190963663009623,0.181142059075553,1.05422044987339
43,0.194296941284402,0.182169145608676,1.06657436765817
44,0.173621318104469,0.167339247734896,1.03754092631948
45,0.170090110166487,0.164081535027707,1.0366194473849
46,0.206700410763639,0.191306258410983,1.08046862910039
47,0.156216146127299,0.152171214130172,1.02658145313651
48,0.195042176431565,0.183877274574809,1.06071931337123
49,0.178531661547776,0.169286256034072,1.05461403500969
50,0.132038889505506,0.129231501957168,1.02172370904788
51,0.179808898576785,0.171740952102746,1.04697741787999
52,0.180019881182765,0.170581086848049,1.05533318206094
53,0.130632523370179,0.129424561436055,1.00933332839393
54,0.200942331494136,0.189457293646462,1.06062072157067
55,0.197811400745177,0.187071941044382,1.05740818019442
56,0.203201970130712,0.189457293646462,1.07254762389829
57,0.206603148605834,0.193549720527731,1.0674422471007
58,0.20272110174887,0.189457293646462,1.07000948787519
59,0.193720274587805,0.183877274574809,1.05353026922852
60,0.190007319577322,0.178703984917662,1.06325172135847
61,0.177271042388252,0.169286256034072,1.04716736338343
62,0.133481473181108,0.132929459692487,1.00415267984914
63,0.167373892153069,0.161060326616897,1.03920000454978
64,0.159347868032933,0.153958241433526,1.03500706782062
65,0.20771612530796,0.191405044051263,1.08521761449677
66,0.128970293663644,0.127169072551563,1.01416398717031
67,0.238939994372834,0.217669116096793,1.09772115887392
68,0.139531916863723,0.136914665669291,1.01911593021564
69,0.191869165358806,0.181142059075553,1.05921930190039
70,0.148369876579618,0.144517387446319,1.0266576167849
71,0.227789262936251,0.211159962000788,1.07875214968736
72,0.184091289878848,0.174796463638154,1.05317513894294
73,0.19232284756675,0.181142059075553,1.06172386771056
74,0.225021743352918,0.209802914007325,1.07253869383846
75,0.167720749981392,0.159505742419867,1.05150289536223
76,0.201865897680014,0.191049341761001,1.05661655685024
77,0.174817468376728,0.167339247734896,1.04468898207119
78,0.148517088144776,0.144139161853426,1.03037291347512
79,0.169208794243119,0.163277201937905,1.0363283559175
80,0.169596145497092,0.163277201937905,1.03870070949397
81,0.18480152349953,0.174796463638154,1.057238342545
82,0.138723706928466,0.135256806590323,1.02563198426415
83,0.188811169305063,0.178703984917662,1.05655824850273
84,0.182354136866703,0.171740952102746,1.06179763553195
85,0.181901168399271,0.174796463638154,1.04064558637654
86,0.23815285566077,0.219330908384361,1.08581529805833
87,0.173192676496104,0.164158824060867,1.05503117171385
88,0.252970564900096,0.228452431948329,1.10732270496167
89,0.12732686558946,0.126264960915563,1.00841012951017
90,0.24279623701974,0.222445681471323,1.09148550519755
91,0.156080150024344,0.150705677607011,1.03566204341251
92,0.134046881708613,0.131448650538224,1.01976613042241
93,0.230675183870122,0.212206411670248,1.08703211205782
94,0.173266154897633,0.165587067197148,1.04637492426472
95,0.166761536236244,0.158604680094668,1.05142884898924
96,0.171418954511105,0.164158824060867,1.04422625766097
97,0.2203245424509,0.203779987923825,1.08118831832133
98,0.139128077747988,0.138822887544963,1.00219841416947
99,0.196560994932861,0.183434047177587,1.07156222063054
100,0.168104762911263,0.16163683766248,1.04001516821487
101,0.147611585795592,0.144139161853426,1.02409077378775
102,0.157139193955185,0.152937646534018,1.02747229028552
103,0.165565385963985,0.158604680094668,1.04388714043723
104,0.157668847812295,0.152171214130172,1.03612794780897
105,0.173330623784898,0.165587067197148,1.04676425954529
106,0.18241703940119,0.171504411036576,1.06362884953604
107,0.263133717782522,0.236927915247479,1.11060664805019
108,0.149671276536933,0.144800924665939,1.03363481194772
109,0.156376704991034,0.151096788594718,1.03494393524457
110,0.185903339496636,0.175241208413288,1.06084260191931
111,0.204893895508099,0.193549720527731,1.05861116693652
112,0.193909590030429,0.182169145608676,1.06444804021298
113,0.156988373214112,0.151096788594718,1.03899212335477
114,0.166371863110704,0.159797497898902,1.04114185327208
115,0.192879241125887,0.183877274574809,1.04895638447923
116,0.157439482573456,0.152171214130172,1.03462066379241
117,0.228418615474333,0.209449111165949,1.09056855960279
118,0.145919143932625,0.139889295730511,1.04310442890305
119,0.184936554463217,0.175241208413288,1.05532572011865
120,0.158987702952857,0.153958241433526,1.03266769919233
121,0.21595057851516,0.202504792097044,1.06639737400225
122,0.13978846827646,0.136914665669291,1.02098973541746
123,0.176297356235623,0.167339247734896,1.0535326208405
124,0.196146299436216,0.18485128188472,1.0611032687268
125,0.195818526868547,0.183434047177587,1.06751461836837
126,0.168104762911263,0.16163683766248,1.04001516821487
127,0.201959414807883,0.191049341761001,1.05710604886841
128,0.181318564531197,0.17270343930514,1.04988392391443
129,0.154117540209055,0.150379584423814,1.02485680353196
130,0.182127363549482,0.17270343930514,1.05456709074387
131,0.118245176750682,0.11785002298428,1.00335302239572
132,0.209819384199526,0.195329485503855,1.07418183004114
133,0.196916111743202,0.183434047177587,1.07349815791047
134,0.177553758338689,0.170225617123694,1.04304957936895
135,0.14838628830354,0.144139161853426,1.02946545821068
136,0.174299317281518,0.167339247734896,1.04159257102463
137,0.127583417002197,0.126264960915563,1.01044197912924
138,0.162056567062374,0.157214046124787,1.03080208834358
139,0.115424167577102,0.115024225288635,1.00347702657821
140,0.245583750877654,0.222445681471323,1.10401671659027
141,0.145877594520989,0.142813788577704,1.02145315220468
142,0.161518310194703,0.156272186275698,1.03357042634414
143,0.147079376676067,0.143609308167248,1.02416325621997
144,0.195942630511014,0.183877274574809,1.06561635179825
145,0.23099401375899,0.212390882125448,1.08758912551884
146,0.160379121953617,0.153958241433526,1.04170533815082
147,0.145102892013041,0.142813788577704,1.01602858840267
148,0.160374073683883,0.153958241433526,1.04167254828724
149,0.198142568909709,0.187279725298063,1.05800330812296
150,0.155757267657636,0.150705677607011,1.03351957358765
151,0.153595442988661,0.150103540587066,1.02326329137833
152,0.127970768256171,0.126264960915563,1.01350974433635
153,0.179710333179182,0.171740952102746,1.04640349886769
154,0.219806391355691,0.203779987923825,1.07864561969577
155,0.140563170784407,0.136914665669291,1.02664802267369
156,0.184222089720084,0.174796463638154,1.05392343692629
157,0.255882052515578,0.23053927034992,1.10992826570151
158,0.148757227833591,0.144517387446319,1.02933792578314
159,0.171208674532919,0.165085598847035,1.03709030786845
160,0.148757227833591,0.144517387446319,1.02933792578314
161,0.202558067464001,0.189457293646462,1.06914895470842
162,0.173566878567099,0.165085598847035,1.05137504288259
163,0.249252759429163,0.227085253722582,1.09761754822557
164,0.16666297083864,0.158604680094668,1.05080739571596
165,0.188675398159517,0.178329513115308,1.05801555145569
166,0.124350162885319,0.122091945024938,1.01849604296107
167,0.217103721095421,0.199194617765486,1.08990756643344
168,0.185314626325005,0.174796463638154,1.06017377278653
169,0.209396314776636,0.193985806398956,1.07944142235843
170,0.142098209867,0.13815558178036,1.02853759533877
171,0.100888342445247,0.100760349608453,1.00127026987591
172,0.170439020294706,0.165085598847035,1.0324281553634
173,0.168972982547079,0.16163683766248,1.04538659002918
174,0.171182646771408,0.164081535027707,1.04327794558054
175,0.134182729819583,0.131448650538224,1.02079959946461
176,0.197605618492491,0.188732282869656,1.04701546279161
177,0.147485834224091,0.144139161853426,1.02321834210517
178,0.182416149405853,0.17270343930514,1.05623923958777
179,0.199427136715042,0.187071941044382,1.06604515675458
180,0.175861962346859,0.167489220485502,1.04998973568023
181,0.177698435483278,0.1687798928516,1.05284126255205
182,0.154594462465713,0.150103540587066,1.02991882710483
183,0.160186091718951,0.155384549546046,1.03090102707722
184,0.149676324806668,0.144800924665939,1.03366967546635
185,0.188260783766221,0.178703984917662,1.05347837572264
186,0.220548859420005,0.203779987923825,1.08228909848816
187,0.171181488359021,0.165085598847035,1.03692562861061
188,0.13533973531177,0.131448650538224,1.02960155739608
189,0.216049143912763,0.202504792097044,1.06688410518813
190,0.181948599221011,0.174054546074801,1.04535390384355
191,0.212922981693484,0.20023101457926,1.06338661940506
192,0.220292308007268,0.203779987923825,1.08103013574432
193,0.166246111539203,0.159797497898902,1.04035490996474
194,0.166726979921045,0.159797497898902,1.04336414595507
195,0.18077063534047,0.171740952102746,1.05257734469948
196,0.148896574028986,0.144800924665939,1.02828469067098
197,0.176790174006409,0.169286256034072,1.04432679975406
198,0.174310027583565,0.167271067124762,1.04208115952027
199,0.222131854102025,0.20401583473406,1.08879712396628
200,0.182205150633748,0.174054546074801,1.04682787518485
201,0.146697073691828,0.143609308167248,1.02150115172885
202,0.114135502369518,0.113623848727634,1.00450304797464
203,0.19271343975817,0.182169145608676,1.05788188836404
204,0.175461371043439,0.167339247734896,1.04853686997213
205,0.163669621614804,0.158363453348174,1.03350626773062
206,0.189997300003277,0.178329513115308,1.06542824395211
207,0.167175613859255,0.159797497898902,1.04617166136744
208,0.174686668535492,0.167339247734896,1.04390733734047
209,0.177880857761855,0.167339247734896,1.06299544290805
210,0.19620587812252,0.183434047177587,1.0696262833506
211,0.194824555661229,0.183434047177587,1.06209593398228
212,0.248662107761855,0.226237592909415,1.09911931330272
213,0.137435901595044,0.135256806590323,1.01611079737614
214,0.176620238602331,0.167339247734896,1.05546212853866
215,0.164155538266381,0.158363453348174,1.0365746313038
