"IterationNo","AUC_at_Value_0.6","AUC_at_0.5","AUC_ratio"
0,0.39069928205602,0.363560349628373,1.07464766841431
1,0.344978501323659,0.345613102098544,0.998163840516949
2,0.401847242482908,0.364635769500751,1.10205107697774
3,0.470983090551022,0.412414300052724,1.1420144512225
4,0.424687459765723,0.379534601780093,1.11896901566775
5,0.387611740894753,0.363356449915574,1.06675343449886
6,0.395079637292052,0.361788160922026,1.09201925315959
7,0.379496556375397,0.357291237155752,1.06214907311025
8,0.354189350186155,0.339510947728625,1.04323395918668
9,0.364802590211401,0.352786273007138,1.03406118129778
10,0.388691038696959,0.363825191651217,1.06834558908054
11,0.465475961016012,0.403740752998787,1.15290804200142
12,0.375560591492599,0.356837585300758,1.05246926602774
13,0.379497230995837,0.359736007185186,1.05493257115204
14,0.400356195819481,0.369066712918387,1.08478001891222
15,0.469483794666692,0.412362273403785,1.13852266549848
16,0.405890144132715,0.370661855177115,1.0950415816021
17,0.374733203072329,0.352190507930775,1.06400710590981
18,0.35900298066681,0.345908471535712,1.03785541612486
19,0.462202442587733,0.410129676231428,1.12696658977421
20,0.408102632325739,0.379534601780093,1.07527121482905
21,0.393192029272245,0.367507784805814,1.06988762014933
22,0.448407015558632,0.395802842943497,1.13290498932228
23,0.440558983302701,0.393155315419024,1.12057236930182
24,0.448613848682501,0.393155315419024,1.14106011311171
25,0.370711917045256,0.347691426437569,1.06620954345511
26,0.372045276206889,0.350162146086704,1.06249427690784
27,0.410558482773528,0.37202133879957,1.10358853096521
28,0.35939895974584,0.34696210444438,1.03584499615996
29,0.377783928600958,0.353187927288989,1.0696399831692
30,0.394527322593168,0.362332847810558,1.08885331533464
31,0.349967514819995,0.338901105463085,1.03265380129636
32,0.37429956626711,0.353488807928767,1.05887246744892
33,0.475908524111697,0.408703890683238,1.16443355436649
34,0.467315909052694,0.407607189170733,1.14648593417461
35,0.421682971187106,0.382422128504775,1.10266362680381
36,0.460072628111844,0.406813509661672,1.13091777235831
37,0.37418565458782,0.351234781403227,1.06534339535766
38,0.407543656774596,0.369979419883708,1.10153061189916
39,0.418091259018384,0.383545775700111,1.09006873626809
40,0.416252753648695,0.378616715071866,1.09940405977503
41,0.373795658245325,0.354801531881094,1.05353451058547
42,0.501303367631147,0.417538954830114,1.20061460573209
43,0.341612271646484,0.342867595964011,0.99633874903227
44,0.381554454848203,0.358624737359222,1.06393791364708
45,0.386712184017835,0.356690661451023,1.08416683084633
46,0.431646292127134,0.394177525962196,1.09505556176364
47,0.463725497694318,0.409794044359732,1.1316062399561
48,0.360701944313559,0.349636385288064,1.03164876280361
49,0.381400267716666,0.362604787974621,1.05183461544187
50,0.408495074635445,0.375388623896948,1.08819247209683
51,0.384755227735079,0.364114961509865,1.0566861250074
52,0.382408184825786,0.359220605781031,1.06454969083508
53,0.370728178538769,0.349636385288064,1.06032493795898
54,0.419584349353417,0.379633243334992,1.10523605801079
55,0.346952587700616,0.339153843153707,1.02299471082029
56,0.41268720499785,0.383545775700111,1.07597901252998
57,0.449355946603349,0.406745207231048,1.10476027403587
58,0.420403619933286,0.374047096822355,1.1239323162905
59,0.418237992319904,0.375656067397569,1.11335348638804
60,0.408889857005164,0.367507784805814,1.11260189283124
61,0.37707935782993,0.359220605781031,1.04971527735741
62,0.453315653458724,0.406640077708097,1.11478351079829
63,0.399578102631218,0.369393046151877,1.08171528076609
64,0.391308119951398,0.363147861742337,1.07754488233512
65,0.412656686006681,0.371614247887843,1.1104436612754
66,0.383729741906094,0.358221482933308,1.07120806592589
67,0.426809598997878,0.390059203344006,1.09421748118954
68,0.411164533241043,0.367507784805814,1.11879135691859
69,0.399902982976693,0.367034358658775,1.08955190036711
70,0.39634924696198,0.364635769500751,1.08697302929071
71,0.48288682408562,0.419907746120428,1.14998312973995
72,0.436808373513473,0.393155315419024,1.11103260310222
73,0.383043629628324,0.359146899850806,1.06653748031083
74,0.394582189301807,0.371682141264501,1.06161191376965
75,0.378196289687523,0.360210923403242,1.0499300968287
76,0.44390407646314,0.403740752998787,1.09947800207445
77,0.442589632126315,0.395532830274628,1.11897065995511
78,0.363489253830599,0.342867595964011,1.0601446684065
79,0.367393260413707,0.353187927288989,1.04022032472558
80,0.371792007285241,0.3522834335728,1.05537749395306
81,0.397724310025355,0.360341151676054,1.10374379438879
82,0.385206855954053,0.35740925751116,1.07777526143688
83,0.39327075586697,0.367921340074771,1.06889900919323
84,0.385045304745278,0.361203374446975,1.06600694230724
85,0.381280375402786,0.364838035887944,1.0450675036522
86,0.374320061570994,0.359220605781031,1.04203393554536
87,0.443883217537361,0.390059203344006,1.13798934554529
88,0.461508415977246,0.410531608735818,1.12417267308211
89,0.388570932836045,0.362901143345508,1.07073493694148
90,0.375195165823297,0.358221482933308,1.04738320759269
91,0.379210878108301,0.357668730440696,1.06022932908074
92,0.36312367867815,0.349636385288064,1.03857519971491
93,0.445261668973924,0.398217234059047,1.11813761658518
94,0.401022055471035,0.364915790383885,1.09894410173143
95,0.388691667253117,0.356574615710607,1.09007105421261
96,0.363903225858843,0.347964473077515,1.04580568999002
97,0.398298413969845,0.365210235985064,1.09060035761466
98,0.41548117596893,0.368746511305515,1.12673927272683
99,0.393581557906648,0.369979419883708,1.06379311052047
100,0.448569960099409,0.393155315419024,1.14094848144511
101,0.432980322953037,0.387269980197802,1.11803223872888
102,0.372866309921102,0.355354019419328,1.04928125065362
103,0.399083434817223,0.367507784805814,1.08591831606531
104,0.466101991013508,0.403156317509476,1.15613217695033
105,0.379390197483121,0.357668730440696,1.06073068511094
